Experience_in_Months,Attrition_Status,Gender,Employee_Age,Employee_Industry,Employee_Profession,Source_of_Hire,Coach,Head_Supervisor_Gender,Wage_Color,Way_to_Work,Extraversion,Agreeableness,Conscientiousness,Neuroticism,Openness
94.12731006,0,f,25,Retail,HR,JobSiteVacantPosition,no,m,grey,car,6.2,3.4,6.4,6.3,7.5
2.102669405,0,f,32,Etc,Marketing,Recommendation,supervisor,m,white,foot,5.4,5.5,3.3,7.9,8.3
96.65708419,0,f,36,Retail,HR,RecruitingAgency,no,m,white,car,6.2,6.2,5.7,4,5.2
34.49691992,0,f,38,Building,HR,EmployeeRecommendation,no,m,white,car,1.4,4.8,5.7,6.3,6.7
46.78439425,1,f,23,Retail,Marketing,Advertising,supervisor,f,white,car,3,6.2,8.7,4.8,6
80.16427105,1,f,26,State,Management,EmployeeRecommendation,no,f,white,foot,4.6,5.5,8,4.8,5.2
11.89322382,1,f,24,Banking,HR,Recommendation,no,f,white,foot,7.8,6.2,4.9,1.7,3.7
79.86858316,1,f,25,Retail,HR,JobSite,no,m,white,bus,7.8,6.9,3.3,3.3,5.2
2.201232033,1,f,33,Banking,HR,Recommendation,no,f,white,car,5.4,6.2,7.2,2.5,5.2
16.82135524,0,f,32,Pharma,Sales,Recommendation,no,f,white,bus,5.4,7.6,8.7,2.5,2.9
6.045174538,0,f,44,Banking,HR,RecruitingAgency,no,f,white,car,4.6,4.8,8.7,4.8,6
1.741273101,1,f,24,Consulting,Consulting,JobSiteVacantPosition,no,f,grey,bus,6.2,4.8,8,4,2.9
24.18069815,1,f,23,Manufacturing,HR,JobSiteVacantPosition,supervisor,f,white,bus,6.2,3.4,6.4,4.8,3.7
38.01232033,0,f,25,Manufacturing,HR,JobSiteVacantPosition,no,f,white,bus,6.2,3.4,6.4,4.8,3.7
5.749486653,1,f,34,Etc,HR,JobSite,no,m,white,car,8.6,5.5,1,6.3,9.8
12.02464066,1,m,30,Retail,Sales,Recommendation,no,m,grey,car,5.4,4.1,4.9,6.3,6
8.31211499,1,f,29,State,Teaching,Advertising,no,f,white,foot,9.4,5.5,3.3,3.3,5.2
15.21149897,1,f,30,Mining,HR,JobSiteVacantPosition,supervisor,f,white,car,4.6,6.9,7.2,3.3,6.7
93.9301848,0,f,29,IT,HR,Recommendation,no,f,white,bus,4.6,7.6,7.2,2.5,4.4
27.56468172,0,f,26,HoReCa,HR,JobSiteVacantPosition,supervisor,f,white,car,3,6.9,7.2,4.8,5.2
49.14989733,1,f,28,Retail,HR,Recommendation,supervisor,m,white,bus,7.8,6.9,4.1,3.3,7.5
86.6036961,1,f,33,HoReCa,HR,JobSiteVacantPosition,supervisor,m,white,bus,3.8,8.4,8,4,4.4
86.6036961,1,f,33,HoReCa,HR,JobSiteVacantPosition,supervisor,m,white,bus,4.6,9.1,4.9,3.3,2.9
53.35523614,1,f,27,Retail,HR,Recommendation,no,m,white,foot,7,5.5,4.9,6.3,8.3
139.0718686,1,f,32,State,Teaching,Recommendation,no,f,white,bus,7.8,4.8,4.1,3.3,7.5
28.35318275,1,f,31,Banking,HR,JobSite,no,f,grey,bus,7,6.2,1,9.4,7.5
23.12936345,0,f,23,Retail,HR,JobSiteVacantPosition,yes,f,white,bus,6.2,4.8,7.2,4,6.7
15.14579055,1,m,22,PowerGeneration,Etc,FriendRecommendation,no,m,white,bus,6.2,2.6,7.2,5.6,6.7
160.0657084,1,f,24,Telecom,HR,EmployeeRecommendation,no,m,white,bus,1,6.9,9.5,4.8,7.5
19.71252567,1,f,23,Retail,Sales,JobSite,supervisor,f,white,bus,7,4.8,4.1,5.6,6.7
16.82135524,0,f,32,Retail,HR,Recommendation,no,f,white,bus,3,4.1,7.2,7.1,8.3
15.86858316,0,m,42,Manufacturing,BusinessDevelopment,JobSiteVacantPosition,no,m,white,car,1.4,4.1,9.5,7.1,5.2
70.30800821,1,m,22,PowerGeneration,Marketing,Recommendation,no,m,white,bus,5.4,4.1,8.7,4,2.1
2.792607803,1,m,39,Banking,BusinessDevelopment,JobSiteVacantPosition,no,f,white,bus,7.8,4.8,1.8,8.7,8.3
13.01026694,1,m,34,Etc,HR,JobSite,no,m,grey,bus,3.8,2.6,8,9.4,6
88.90349076,0,f,30,State,HR,JobSiteVacantPosition,no,m,white,bus,4.6,2.6,7.2,7.1,6.7
123.0718686,1,f,28,Retail,Marketing,Recommendation,no,f,white,car,3,8.4,3.3,7.9,8.3
59.99178645,0,f,31,Retail,BusinessDevelopment,EmployeeRecommendation,no,m,white,car,4.6,4.8,8,4.8,6.7
59.99178645,0,f,31,Retail,BusinessDevelopment,EmployeeRecommendation,no,m,white,car,6.2,6.9,7.2,4.8,5.2
26.67761807,1,f,32,Etc,HR,JobSiteVacantPosition,yes,f,white,bus,3,8.4,7.2,6.3,7.5
18.00410678,0,f,40,Manufacturing,HR,JobSiteVacantPosition,no,m,white,bus,3,6.9,4.9,5.6,6
16.59137577,1,f,22,IT,Management,JobSiteVacantPosition,yes,f,white,bus,8.6,6.2,2.6,5.6,9.8
2.759753593,1,f,41,Banking,HR,Recommendation,no,m,white,bus,3.8,8.4,2.6,4.8,7.5
23.68788501,1,f,24,Manufacturing,HR,Recommendation,supervisor,f,grey,bus,3,4.8,7.2,7.9,5.2
23.68788501,1,f,24,Manufacturing,HR,Recommendation,supervisor,f,grey,bus,3,5.5,5.7,7.1,5.2
16.42710472,1,f,26,Etc,Engineer,JobSite,no,m,white,bus,6.2,5.5,3.3,6.3,8.3
45.96303901,1,f,36,RealEstate,Management,Recommendation,no,m,white,bus,5.4,5.5,7.2,4.8,4.4
12.02464066,1,m,30,Retail,Sales,Recommendation,no,m,grey,car,5.4,4.1,4.9,6.3,6
73.65913758,1,f,30,Retail,HR,JobSiteVacantPosition,yes,f,white,bus,4.6,4.8,5.7,8.7,6
2.759753593,0,f,31,IT,HR,JobSiteVacantPosition,no,m,white,bus,7,3.4,8,7.9,6
26.94045175,1,f,24,Pharma,HR,JobSite,no,f,white,bus,5.4,4.8,4.9,4.8,5.2
2.431211499,1,f,28,IT,HR,JobSiteVacantPosition,no,f,white,bus,6.2,3.4,4.9,7.9,7.5
68.27104723,1,f,24,Etc,PR,EmployeeRecommendation,no,f,white,foot,7,4.1,2.6,7.9,7.5
68.27104723,1,f,24,Etc,PR,EmployeeRecommendation,no,f,white,foot,7.8,6.2,2.6,5.6,6.7
1.642710472,1,f,44,Etc,HR,JobSiteVacantPosition,no,m,white,bus,4.6,7.6,5.7,2.5,6
76.15605749,0,f,24,Retail,HR,Recommendation,yes,m,white,car,7,6.2,1.8,6.3,7.5
12.35318275,1,m,39,Retail,Management,JobSite,no,m,white,car,6.2,3.4,6.4,6.3,7.5
58.21765914,0,f,35,Telecom,BusinessDevelopment,EmployeeRecommendation,supervisor,f,white,bus,8.6,5.5,3.3,4.8,6.7
32.49281314,1,f,40,Retail,HR,RecruitingAgency,no,m,white,car,6.2,6.2,5.7,4.8,7.5
6.275154004,1,f,30.40033257,Retail,Marketing,JobSiteVacantPosition,yes,f,white,bus,7.8,6.2,4.9,4,8.3
5.026694045,1,f,26,Banking,HR,JobSiteVacantPosition,no,f,grey,bus,4.6,6.2,5.7,4,6
5.026694045,1,f,26,Banking,HR,JobSiteVacantPosition,no,f,grey,bus,4.6,5.5,6.4,5.6,5.2
22.66940452,0,f,31,Etc,HR,JobSite,no,f,white,bus,5.4,5.5,4.9,5.6,6.7
27.36755647,0,f,26,IT,HR,JobSite,yes,f,white,bus,9.4,6.2,2.6,4,6
27.36755647,0,f,26,IT,HR,JobSite,yes,f,white,bus,6.2,7.6,4.1,3.3,6.7
150.1437372,1,f,33,Pharma,HR,JobSite,no,f,white,car,5.4,3.4,5.7,7.1,5.2
53.2238193,0,f,23,Consulting,HR,JobSite,yes,f,white,foot,8.6,5.5,2.6,4.8,7.5
5.9137577,0,f,32,Retail,HR,Recommendation,no,f,white,bus,3.8,6.2,8,4,6.7
53.97946612,1,m,28,Etc,IT,JobSiteVacantPosition,no,m,white,bus,7.8,6.9,2.6,6.3,7.5
73.82340862,0,f,26,Retail,Etc,JobSiteVacantPosition,no,m,white,car,10,5.5,2.6,6.3,6.7
27.49897331,1,f,27,Etc,HR,RecruitingAgency,no,f,white,bus,3.8,1.9,9.5,7.1,2.1
44.48459959,0,m,22,IT,IT,Recommendation,supervisor,m,white,foot,4.6,2.6,6.4,9.4,6
54.01232033,1,m,37,IT,IT,Recommendation,no,m,white,bus,10,3.4,3.3,6.3,10
8.574948665,1,m,38,Agriculture,HR,JobSite,no,f,white,bus,4.6,4.1,4.1,8.7,8.3
64.29568789,1,m,44,Retail,Sales,JobSiteVacantPosition,no,m,grey,bus,2.2,5.5,8.7,7.1,6.7
27.23613963,0,f,27,Etc,Etc,JobSite,no,m,white,bus,7,6.9,5.7,3.3,6.7
23.9835729,1,f,23,Agriculture,Consulting,EmployeeRecommendation,yes,m,white,bus,4.6,6.9,7.2,3.3,2.1
23.9835729,1,f,23,Agriculture,Consulting,EmployeeRecommendation,yes,m,white,bus,4.6,6.9,7.2,2.5,2.9
23.9835729,1,f,23,Agriculture,Consulting,EmployeeRecommendation,supervisor,m,white,bus,4.6,6.9,7.2,3.3,2.1
23.9835729,1,f,23,Agriculture,Consulting,EmployeeRecommendation,supervisor,m,white,bus,4.6,6.9,7.2,2.5,2.9
37.78234086,1,f,34,Building,HR,JobSiteVacantPosition,supervisor,f,white,bus,4.6,2.6,5.7,7.9,7.5
17.80698152,0,m,23,Telecom,Engineer,JobSite,no,m,grey,bus,3.8,9.1,8.7,4.8,5.2
95.44147844,0,f,25,Retail,HR,JobSiteVacantPosition,no,m,grey,bus,6.2,3.4,6.4,6.3,7.5
27.59753593,0,f,26,Retail,HR,FriendRecommendation,no,f,white,bus,4.6,6.2,5.7,6.3,4.4
27.59753593,0,f,26,Retail,HR,FriendRecommendation,no,f,white,bus,3.8,4.1,8.7,7.9,5.2
72.41067762,0,f,30,Retail,Etc,JobSiteVacantPosition,no,f,grey,bus,6.2,2.6,6.4,5.6,6
2.98973306,1,m,45,Telecom,BusinessDevelopment,FriendsWithEmployer,supervisor,m,white,bus,3,8.4,7.2,7.1,6
11.53182752,0,f,31,Transportation,Consulting,FriendsWithEmployer,no,m,white,bus,5.4,6.2,6.4,4,3.7
11.53182752,0,f,31,Transportation,Consulting,FriendsWithEmployer,no,m,white,bus,3.8,3.4,8,6.3,6
23.52361396,1,f,36,Manufacturing,Etc,JobSite,supervisor,f,white,foot,4.6,4.1,4.9,5.6,3.7
23.52361396,1,f,36,Manufacturing,Etc,JobSite,supervisor,f,white,foot,6.2,4.8,5.7,4,2.9
40.04928131,0,f,29,PowerGeneration,Commercial,JobSiteVacantPosition,no,m,grey,car,5.4,6.2,4.1,5.6,8.3
54.04517454,1,f,30,Telecom,HR,JobSiteVacantPosition,yes,f,white,foot,5.4,4.1,4.9,8.7,7.5
20.92813142,1,f,23,Manufacturing,Engineer,JobSiteVacantPosition,yes,m,white,bus,3,6.9,5.7,7.9,5.2
20.92813142,1,f,23,Manufacturing,Engineer,JobSiteVacantPosition,yes,m,white,bus,4.6,6.9,7.2,4.8,5.2
11.99178645,1,f,27,Retail,HR,Recommendation,yes,f,white,bus,6.2,6.9,3.3,4.8,6.7
44.97741273,1,m,29,Consulting,HR,JobSite,no,m,white,car,3,4.8,4.9,6.3,7.5
14.22587269,1,f,28,State,Management,Recommendation,no,f,white,bus,7,6.9,6.4,2.5,5.2
58.94045175,0,m,46,Consulting,HR,Advertising,no,f,white,bus,3,6.2,8,5.6,3.7
61.73305955,1,m,23,State,Law,EmployeeRecommendation,supervisor,m,white,car,4.6,6.9,7.2,3.3,2.1
61.73305955,1,m,23,State,Law,EmployeeRecommendation,supervisor,m,white,car,4.6,6.9,7.2,2.5,2.9
140.9445585,0,f,26,Building,HR,Recommendation,no,m,white,foot,3.8,1.9,8.7,6.3,4.4
140.9445585,0,f,26,Building,HR,Recommendation,no,m,white,foot,5.4,2.6,8,7.1,5.2
6.176591376,1,f,38,Transportation,HR,JobSiteVacantPosition,no,m,grey,bus,6.2,6.2,8,2.5,3.7
6.176591376,1,f,38,Transportation,HR,JobSiteVacantPosition,no,m,grey,bus,4.6,6.2,8,4,3.7
94.9486653,1,m,26,Retail,IT,FriendsWithEmployer,no,m,white,bus,3.8,7.6,7.2,7.9,4.4
70.17659138,0,f,31,Retail,HR,JobSiteVacantPosition,supervisor,f,white,bus,4.6,5.5,7.2,3.3,2.9
70.17659138,0,f,31,Retail,HR,JobSiteVacantPosition,supervisor,f,white,bus,4.6,5.5,7.2,4.8,3.7
57.23203285,1,f,36,Building,HR,RecruitingAgency,no,f,white,bus,3.8,5.5,6.4,5.6,6
45.73305955,0,f,33,PowerGeneration,HR,JobSite,supervisor,f,white,car,7.8,6.2,6.4,7.9,6
45.73305955,0,f,33,PowerGeneration,HR,JobSite,supervisor,f,white,car,3.8,3.4,5.7,8.7,7.5
29.01026694,1,f,28,Building,BusinessDevelopment,EmployeeRecommendation,no,m,white,foot,9.4,3.4,4.9,3.3,6
11.99178645,1,f,27,Retail,HR,EmployeeRecommendation,yes,f,white,bus,6.2,6.9,3.3,4.8,6.7
27.36755647,0,f,26,Banking,IT,JobSiteVacantPosition,supervisor,m,grey,car,6.2,5.5,4.9,5.6,6.7
105.9219713,0,f,28,Retail,HR,JobSiteVacantPosition,no,m,white,bus,5.4,3.4,7.2,6.3,3.7
3.449691992,1,f,40,Retail,HR,JobSiteVacantPosition,no,m,grey,car,6.2,5.5,4.9,4.8,7.5
4.533880903,1,m,23,Etc,Marketing,FriendsWithEmployer,supervisor,m,white,bus,1.4,9.8,6.4,3.3,6
35.77823409,1,f,22,IT,IT,JobSite,supervisor,m,grey,bus,7,4.1,5.7,5.6,8.3
40.31211499,0,f,29,Manufacturing,HR,Recommendation,supervisor,m,white,foot,6.2,3.4,4.1,7.9,7.5
40.31211499,0,f,29,Manufacturing,HR,Recommendation,supervisor,m,white,foot,6.2,3.4,4.1,7.9,7.5
2.201232033,1,m,23,State,Etc,Recommendation,supervisor,m,white,bus,6.2,2.6,7.2,6.3,7.5
40.3449692,0,f,29,Manufacturing,HR,Recommendation,supervisor,m,white,foot,6.2,3.4,4.1,7.9,7.5
40.37782341,0,f,29,Manufacturing,HR,Recommendation,supervisor,m,white,foot,6.2,3.4,4.1,7.9,7.5
11.23613963,1,m,26,IT,IT,JobSite,no,m,white,bus,3.8,4.8,6.4,8.7,6
85.09240246,0,f,26,Transportation,HR,JobSiteVacantPosition,yes,f,white,bus,7.8,4.8,6.4,4.8,6
9.823408624,1,m,26,Building,Engineer,JobSite,supervisor,m,white,bus,4.6,5.5,5.7,8.7,6
64.19712526,0,m,19,IT,IT,JobSiteVacantPosition,no,m,white,bus,4.6,6.2,7.2,5.6,6
14.45585216,0,f,33,Retail,HR,JobSiteVacantPosition,no,m,grey,bus,6.2,4.8,6.4,2.5,4.4
21.15811088,1,f,24,Consulting,Consulting,Recommendation,supervisor,f,white,bus,6.2,4.8,8,4,2.9
28.78028747,0,f,31,Retail,Accounting,JobSiteVacantPosition,no,f,white,bus,7,2.6,7.2,4.8,4.4
155.1704312,1,f,33,Pharma,HR,JobSite,no,f,white,car,5.4,3.4,5.7,7.1,5.2
13.86447639,1,f,22,IT,HR,Recommendation,no,m,white,bus,7,2.6,7.2,6.3,6
13.01026694,1,f,25,Banking,HR,JobSite,supervisor,m,white,bus,9.4,6.2,3.3,2.5,6.7
2.759753593,0,f,28,Agriculture,HR,FriendsWithEmployer,no,m,white,bus,6.2,5.5,3.3,6.3,8.3
2.825462012,0,f,32,Telecom,HR,JobSiteVacantPosition,no,f,white,bus,7,5.5,3.3,7.1,6.7
4.008213552,1,f,22,Transportation,HR,JobSiteVacantPosition,no,m,white,bus,2.2,8.4,4.9,7.1,6.7
10.34907598,1,f,37,Consulting,Finance,JobSite,no,m,white,bus,7,7.6,2.6,5.6,8.3
34.03696099,1,f,27,Retail,HR,JobSite,no,f,grey,car,7.8,4.8,3.3,5.6,6.7
34.03696099,1,f,27,Retail,HR,JobSite,no,f,grey,car,10,4.1,1.8,6.3,8.3
11.95893224,1,f,35,Telecom,HR,JobSite,supervisor,f,white,foot,6.2,4.1,6.4,5.6,6.7
164.5667351,0,f,27,Telecom,Marketing,Advertising,no,f,white,car,3.8,4.8,4.9,6.3,5.2
32.95277207,1,m,24,Consulting,HR,JobSite,no,f,white,foot,2.2,4.1,6.4,9.4,6
5.32238193,1,f,25,Banking,HR,JobSiteVacantPosition,supervisor,f,grey,bus,5.4,3.4,8,6.3,2.1
40.3449692,1,f,23,Banking,IT,JobSiteVacantPosition,supervisor,m,white,bus,5.4,6.2,3.3,4,6
34.23408624,0,f,24,IT,HR,JobSite,supervisor,f,white,bus,8.6,6.9,4.9,1.7,4.4
96,1,m,31,Retail,IT,JobSiteVacantPosition,no,m,white,bus,4.6,2.6,6.4,10,4.4
7.030800821,1,m,35,Retail,Sales,JobSiteVacantPosition,no,m,white,foot,5.4,6.2,4.9,4,2.9
26.94045175,1,f,21,State,PR,JobSite,no,f,white,bus,3,5.5,7.2,5.6,2.1
115.5482546,0,f,19,Retail,HR,Recommendation,yes,f,white,bus,7,6.2,5.7,2.5,5.2
28.58316222,1,f,21,Consulting,HR,JobSite,yes,f,white,bus,7,9.1,1.8,4.8,6
26.31622177,1,f,24,Building,Etc,FriendsWithEmployer,no,m,grey,bus,5.4,4.1,2.6,7.9,6
29.27310062,0,f,35,Pharma,HR,RecruitingAgency,supervisor,f,white,bus,5.4,4.8,5.7,4,3.7
57.82340862,1,m,25,Retail,Sales,JobSiteVacantPosition,supervisor,m,white,car,7,5.5,4.1,6.3,8.3
133.9137577,1,m,19,Manufacturing,Accounting,FriendsWithEmployer,no,f,white,car,6.2,3.4,5.7,7.1,6.7
133.9137577,1,m,19,Manufacturing,Accounting,FriendsWithEmployer,no,f,white,car,4.6,6.9,5.7,7.1,5.2
39.72073922,0,f,30.40033257,Banking,HR,FriendsWithEmployer,supervisor,f,white,bus,6.2,6.2,4.1,2.5,5.2
38.01232033,0,f,35,Manufacturing,HR,JobSiteVacantPosition,no,m,white,bus,7.8,1.9,3.3,4,6.7
27.40041068,0,f,43,State,Law,Recommendation,no,m,white,car,4.6,5.5,6.4,4,5.2
25.42915811,1,f,22,Consulting,HR,JobSite,yes,m,white,bus,6.2,4.8,3.3,7.1,9
32.52566735,1,f,48,Building,HR,Recommendation,no,m,white,bus,6.2,6.2,6.4,3.3,6.7
23.2936345,0,f,29,IT,IT,JobSite,yes,m,white,car,9.4,6.2,4.1,4.8,7.5
23.2936345,0,f,29,IT,IT,JobSite,yes,m,white,car,7,6.2,5.7,4.8,5.2
49.28131417,0,f,33,PowerGeneration,HR,JobSite,supervisor,f,white,car,7.8,6.2,6.4,7.9,6
49.28131417,0,f,33,PowerGeneration,HR,JobSite,supervisor,f,white,car,3.8,3.4,5.7,8.7,7.5
18.1026694,1,f,44,Retail,HR,Recommendation,no,m,grey,bus,3,6.9,4.1,7.9,5.2
8.180698152,1,f,24,IT,HR,JobSite,supervisor,m,white,foot,7,5.5,4.9,4.8,2.9
42.48049281,1,f,42,Consulting,HR,FriendsWithEmployer,no,m,white,bus,3,6.9,6.4,5.6,6
42.48049281,1,f,42,Consulting,HR,FriendsWithEmployer,no,m,white,bus,7,6.2,5.7,4.8,4.4
129.8069815,1,f,22,State,Teaching,FriendRecommendation,supervisor,f,grey,bus,3,4.8,5.7,4.8,3.7
8.016427105,1,m,41,IT,IT,Recommendation,no,m,white,bus,3.8,4.1,5.7,5.6,4.4
9.100616016,1,f,26,State,HR,EmployeeRecommendation,no,m,white,car,5.4,6.2,7.2,4.8,6.7
26.15195072,1,m,31,Building,Engineer,JobSiteVacantPosition,no,m,white,bus,5.4,4.1,8.7,6.3,4.4
66.49691992,1,f,38,Building,HR,JobSiteVacantPosition,no,m,white,bus,7,4.1,4.9,5.6,6.7
10.02053388,0,m,38,Agriculture,HR,JobSiteVacantPosition,no,f,white,car,7.8,2.6,4.1,7.9,6.7
6.53798768,1,f,26,Consulting,HR,JobSiteVacantPosition,no,f,grey,bus,7,6.2,4.1,4.8,8.3
0.492813142,0,f,29,Retail,HR,JobSite,supervisor,f,grey,bus,4.6,5.5,1.8,7.1,6.7
0.492813142,0,f,29,Retail,HR,JobSite,supervisor,f,grey,bus,4.6,1,5.7,8.7,2.9
0.492813142,0,f,29,Retail,HR,JobSite,supervisor,f,grey,bus,5.4,4.8,8,9.4,2.9
2.858316222,1,f,38,Building,HR,RecruitingAgency,no,m,white,car,5.4,5.5,4.9,4.8,4.4
2.858316222,1,f,38,Building,HR,RecruitingAgency,no,m,white,car,6.2,6.2,4.9,3.3,2.9
48.45995893,0,m,35,IT,IT,FriendsWithEmployer,no,m,white,bus,7,5.5,2.6,5.6,9
15.14579055,0,f,39,Etc,Management,RecruitingAgency,no,f,white,bus,3.8,7.6,4.9,7.1,9
133.8809035,1,m,19,Manufacturing,Accounting,Recommendation,no,f,white,car,6.2,3.4,5.7,7.1,6.7
133.8809035,1,m,19,Manufacturing,Accounting,Recommendation,no,f,white,car,4.6,6.9,5.7,7.1,5.2
32.88706366,0,f,26,IT,HR,JobSite,supervisor,f,white,bus,9.4,6.2,2.6,4,6
32.88706366,0,f,26,IT,HR,JobSite,supervisor,f,white,bus,6.2,7.6,4.1,3.3,6.7
63.14579055,1,m,32,Mining,Law,FriendsWithEmployer,no,f,white,bus,3,4.8,4.1,7.1,7.5
8.969199179,1,f,26,State,HR,JobSite,yes,m,white,car,5.4,6.2,7.2,4.8,6.7
36.59958932,0,m,33,Retail,HR,JobSite,no,f,white,car,4.6,6.2,8,7.1,5.2
36.59958932,0,m,33,Retail,HR,JobSite,no,f,white,car,5.4,7.6,5.7,7.1,6
11.76180698,0,f,39,Transportation,HR,JobSite,no,f,white,bus,4.6,4.1,4.9,5.6,3.7
11.76180698,0,f,39,Transportation,HR,JobSite,no,f,white,bus,6.2,4.8,5.7,4,2.9
28.81314168,0,f,23,Retail,HR,JobSite,no,m,white,bus,7,4.1,8,4.8,4.4
18.56262834,0,f,24,Manufacturing,HR,JobSiteVacantPosition,no,f,white,bus,3.8,7.6,8,4.8,2.9
1.80698152,0,f,26,Banking,Sales,Advertising,no,f,white,foot,5.4,7.6,4.1,4.8,7.5
1.80698152,0,f,26,Banking,Sales,Advertising,no,f,white,foot,5.4,7.6,4.1,5.6,9
17.08418891,0,f,34,Banking,HR,JobSiteVacantPosition,no,f,white,bus,1.4,6.9,8,4,5.2
1.938398357,0,f,26,Banking,Sales,Advertising,no,f,white,foot,5.4,7.6,4.1,4.8,7.5
1.938398357,0,f,26,Banking,Sales,Advertising,no,f,white,foot,5.4,7.6,4.1,5.6,9
50.69404517,0,m,32,State,Etc,JobSiteVacantPosition,no,f,white,car,3.8,3.4,7.2,10,5.2
41.65913758,0,f,29,Retail,HR,JobSite,supervisor,f,white,bus,6.2,6.9,8.7,3.3,2.9
103.5893224,0,f,21,Retail,HR,JobSite,no,f,grey,bus,2.2,4.8,8.7,7.9,5.2
103.5893224,0,f,21,Retail,HR,JobSite,no,f,grey,bus,3.8,3.4,8.7,7.1,3.7
2.135523614,0,f,26,Banking,Sales,Advertising,no,f,white,foot,5.4,7.6,4.1,4.8,7.5
2.135523614,0,f,26,Banking,Sales,Advertising,no,f,white,foot,5.4,7.6,4.1,5.6,9
2.168377823,0,f,26,Banking,Sales,Advertising,no,f,white,foot,5.4,7.6,4.1,4.8,7.5
2.168377823,0,f,26,Banking,Sales,Advertising,no,f,white,foot,5.4,7.6,4.1,5.6,9
13.14168378,1,m,42,Etc,Marketing,JobSite,no,f,grey,bus,2.2,6.9,3.3,6.3,3.7
2.431211499,0,f,35,Telecom,HR,JobSite,no,f,grey,bus,7,3.4,3.3,6.3,7.5
49.34702259,1,m,42,Consulting,Consulting,JobSiteVacantPosition,supervisor,m,white,bus,5.4,8.4,6.4,5.6,5.2
79.11293634,0,m,28,IT,HR,JobSiteVacantPosition,no,m,white,bus,2.2,5.5,7.2,4.8,3.7
35.84394251,0,f,27,PowerGeneration,HR,JobSiteVacantPosition,no,m,white,foot,3,2.6,6.4,7.1,7.5
35.84394251,0,f,27,PowerGeneration,HR,JobSiteVacantPosition,no,m,white,foot,3,5.5,4.1,7.1,8.3
12.81314168,1,m,33,Building,Sales,RecruitingAgency,no,m,grey,car,7.8,3.4,7.2,4,5.2
2.234086242,0,f,26,Banking,Sales,Advertising,no,f,white,foot,5.4,7.6,4.1,4.8,7.5
2.234086242,0,f,26,Banking,Sales,Advertising,no,f,white,foot,5.4,7.6,4.1,5.6,9
17.11704312,0,f,31,Transportation,Management,FriendsWithEmployer,supervisor,m,white,bus,5.4,6.2,6.4,4,3.7
17.11704312,0,f,31,Transportation,Management,FriendsWithEmployer,supervisor,m,white,bus,3.8,3.4,8,6.3,6
23.95071869,1,f,32,Manufacturing,HR,FriendRecommendation,supervisor,f,white,car,4.6,6.9,4.9,5.6,6
11.86036961,0,f,25,Retail,HR,JobSiteVacantPosition,no,m,white,car,7.8,4.8,5.7,4.8,5.2
5.848049281,0,f,33,Manufacturing,HR,RecruitingAgency,no,m,white,bus,5.4,9.1,4.1,2.5,6
24.0164271,1,f,28,Transportation,HR,JobSite,no,m,white,bus,3.8,4.8,9.5,4.8,2.1
43.99178645,1,m,26,Etc,Engineer,FriendsWithEmployer,no,m,white,bus,7.8,6.9,4.1,6.3,7.5
20.69815195,1,f,40,Building,HR,Recommendation,supervisor,m,white,car,2.2,8.4,6.4,4.8,6.7
29.8973306,0,f,26,IT,HR,FriendsWithEmployer,supervisor,m,white,bus,4.6,6.9,8,4,4.4
31.14579055,0,m,21,Retail,Sales,Recommendation,yes,m,white,bus,7.8,4.1,2.6,5.6,8.3
