Experience_in_Months,Attrition_Status,Gender,Employee_Age,Employee_Industry,Employee_Profession,Source_of_Hire,Coach,Head_Supervisor_Gender,Wage_Color,Way_to_Work,Extraversion,Agreeableness,Conscientiousness,Neuroticism,Openness
1.347022587,0,f,27,Retail,HR,JobSiteVacantPosition,supervisor,m,white,bus,7,4.8,6.4,4.8,7.5
23.9835729,1,f,29,Mining,HR,Recommendation,no,m,white,bus,4.6,5.5,5.7,4.8,7.5
32.45995893,0,f,25,Retail,Marketing,JobSiteVacantPosition,yes,f,white,bus,8.6,5.5,3.3,5.6,9.8
64.29568789,1,m,44,Retail,Commercial,JobSiteVacantPosition,no,m,white,bus,3,2.6,10,9.4,4.4
21.35523614,1,m,31,RealEstate,Marketing,JobSiteVacantPosition,supervisor,f,grey,car,7.8,4.1,4.1,7.9,7.5
11.69609856,1,f,36,Telecom,HR,JobSiteVacantPosition,no,f,white,car,7,4.1,6.4,5.6,8.3
54.07802875,1,f,30,State,HR,FriendsWithEmployer,yes,f,white,foot,5.4,4.1,4.9,8.7,7.5
42.0862423,0,f,31,State,HR,Recommendation,no,f,white,bus,1.4,7.6,7.2,4,2.9
27.40041068,0,f,22,Consulting,HR,JobSiteVacantPosition,supervisor,f,white,bus,6.2,5.5,2.6,5.6,8.3
1.117043121,1,f,54,Pharma,HR,Recommendation,no,m,white,car,4.6,8.4,5.7,4,4.4
1.117043121,1,f,54,Pharma,HR,Recommendation,no,m,white,car,4.6,8.4,5.7,4,4.4
42.38193018,1,f,36,Manufacturing,HR,JobSiteVacantPosition,supervisor,f,white,bus,6.2,4.8,5.7,8.7,7.5
5.782340862,1,f,32,Retail,HR,FriendsWithEmployer,no,f,grey,car,6.2,6.2,1.8,5.6,9
43.30184805,0,f,33,Banking,HR,JobSite,no,f,white,bus,7,6.2,1,9.4,7.5
53.09240246,0,f,23,Retail,Etc,FriendRecommendation,supervisor,m,white,bus,6.2,6.9,4.9,2.5,2.9
17.60985626,1,f,41,Banking,HR,JobSite,no,m,white,bus,7.8,5.5,2.6,6.3,8.3
17.60985626,1,f,41,Banking,HR,JobSite,no,m,white,bus,8.6,5.5,3.3,6.3,7.5
17.60985626,1,f,41,Banking,HR,JobSite,no,m,white,bus,7,6.9,4.1,5.6,7.5
26.0862423,1,f,30,Banking,HR,JobSiteVacantPosition,no,f,white,bus,8.6,6.9,2.6,4,7.5
16.65708419,0,f,26,Manufacturing,HR,JobSite,no,m,white,bus,8.6,5.5,4.1,4,3.7
70.83367556,1,f,23,Banking,HR,Recommendation,yes,f,white,car,6.2,9.1,4.1,3.3,6.7
70.83367556,1,f,23,Banking,HR,Recommendation,yes,f,white,car,7,7.6,3.3,3.3,6.7
99.77823409,0,f,42,Etc,HR,JobSiteVacantPosition,no,f,white,foot,5.4,4.8,6.4,6.3,4.4
42.94045175,1,f,25,State,Management,FriendsWithEmployer,no,m,white,bus,4.6,6.2,6.4,4,4.4
19.58110883,1,f,23,Telecom,HR,JobSite,no,f,white,bus,3.8,4.8,7.2,5.6,4.4
96,1,f,22,Etc,Sales,FriendRecommendation,supervisor,m,white,foot,7,1.9,6.4,6.3,4.4
44.22176591,0,f,29,Retail,HR,JobSite,supervisor,f,white,bus,6.2,6.9,8.7,3.3,2.9
104.0164271,0,f,37,Retail,HR,FriendsWithEmployer,no,m,white,bus,5.4,4.8,6.4,7.1,4.4
67.84394251,1,m,24,Building,HR,FriendsWithEmployer,yes,m,white,car,5.4,5.5,5.7,8.7,5.2
0.919917864,1,m,26,Etc,HR,JobSiteVacantPosition,yes,f,white,bus,6.2,5.5,6.4,4,3.7
48.45995893,1,f,34,Manufacturing,Management,RecruitingAgency,no,f,white,car,7,2.6,7.2,4.8,5.2
15.73716632,1,f,27,Agriculture,Marketing,JobSite,yes,m,white,bus,7,6.9,2.6,4,5.2
16.06570842,0,f,28,Retail,HR,JobSiteVacantPosition,supervisor,f,grey,bus,4.6,5.5,1.8,7.1,6.7
16.06570842,0,f,28,Retail,HR,JobSiteVacantPosition,supervisor,f,grey,bus,4.6,1,5.7,8.7,2.9
16.06570842,0,f,28,Retail,HR,JobSiteVacantPosition,supervisor,f,grey,bus,5.4,4.8,8,9.4,2.9
37.38809035,0,f,20,Etc,HR,RecruitingAgency,no,f,white,bus,7.8,7.6,4.1,4,5.2
44.02464066,1,m,26,State,IT,JobSite,supervisor,m,white,bus,4.6,3.4,6.4,7.1,6
12.78028747,1,f,27,IT,HR,JobSiteVacantPosition,supervisor,m,white,bus,6.2,6.2,4.9,5.6,6
106.8418891,1,f,22,Telecom,HR,EmployeeRecommendation,no,f,white,car,7,3.4,4.1,6.3,8.3
50.20123203,0,f,31,Manufacturing,HR,RecruitingAgency,supervisor,m,white,car,8.6,4.8,4.1,2.5,4.4
6.143737166,1,f,31,Manufacturing,HR,JobSiteVacantPosition,supervisor,m,grey,car,5.4,5.5,6.4,6.3,6.7
45.8973306,1,f,31,Etc,HR,JobSite,no,m,white,car,5.4,8.4,2.6,5.6,7.5
80.65708419,1,f,37,Building,HR,FriendsWithEmployer,no,m,white,car,2.2,7.6,8,4,2.1
49.31416838,1,m,42,IT,Consulting,JobSiteVacantPosition,supervisor,m,white,bus,5.4,8.4,6.4,5.6,5.2
20.04106776,1,f,22,Retail,HR,JobSite,no,f,white,bus,5.4,4.8,4.9,7.1,6.7
20.04106776,1,f,22,Retail,HR,JobSite,no,f,white,bus,4.6,1.9,8,6.3,6
4.435318275,1,m,40,Agriculture,Sales,JobSite,no,m,white,bus,4.6,4.1,7.2,10,5.2
24.21355236,0,f,23,Transportation,HR,JobSite,yes,m,white,bus,5.4,5.5,8,2.5,4.4
3.58110883,1,f,34,Retail,BusinessDevelopment,Recommendation,no,f,white,bus,3,7.6,4.9,5.6,5.2
83.58110883,0,m,33,State,Sales,Recommendation,no,m,white,car,7,6.2,4.1,6.3,9
18.49691992,1,f,46,Building,HR,FriendsWithEmployer,no,m,white,car,3.8,5.5,4.9,5.6,5.2
73.13347023,0,f,22,Retail,HR,JobSite,yes,f,white,bus,3.8,6.2,5.7,7.9,9
76.68172485,0,f,25,Mining,Finance,Recommendation,no,f,white,car,6.2,6.2,6.4,5.6,3.7
82.82546201,1,f,23,Banking,HR,Recommendation,yes,f,white,car,6.2,9.1,4.1,3.3,6.7
82.82546201,1,f,23,Banking,HR,Recommendation,yes,f,white,car,7,7.6,3.3,3.3,6.7
28.84599589,1,m,31,Retail,Sales,JobSite,supervisor,m,grey,bus,6.2,6.9,6.4,3.3,6.7
5.289527721,0,f,25,State,HR,JobSiteVacantPosition,no,f,white,bus,9.4,4.8,3.3,7.1,9
149.6180698,0,f,30,RealEstate,BusinessDevelopment,EmployeeRecommendation,supervisor,m,white,car,5.4,6.9,2.6,5.6,8.3
109.2402464,0,f,22,State,HR,Advertising,supervisor,f,white,foot,5.4,5.5,7.2,4,2.9
35.74537988,1,f,35,Retail,HR,JobSite,no,m,white,bus,5.4,7.6,4.9,4,6
50.98973306,1,f,24,Consulting,HR,JobSite,supervisor,f,white,bus,7.8,5.5,3.3,7.9,8.3
109.1088296,0,f,29,Retail,HR,Advertising,no,m,white,car,4.6,3.4,9.5,4.8,2.1
10.51334702,0,m,36,Manufacturing,Engineer,FriendsWithEmployer,supervisor,m,white,bus,7.8,2.6,4.1,8.7,6.7
129.2813142,0,m,33,Manufacturing,Engineer,FriendRecommendation,supervisor,m,white,bus,5.4,8.4,4.1,4.8,6.7
34.59548255,0,f,34,Retail,HR,JobSite,no,f,white,car,8.6,5.5,4.1,5.6,6.7
34.59548255,0,f,34,Retail,HR,JobSite,no,f,white,car,8.6,3.4,4.1,7.1,6
34.59548255,0,f,34,Retail,HR,JobSite,no,f,white,car,7.8,4.1,4.1,7.1,6.7
51.1211499,0,f,28,Retail,HR,JobSiteVacantPosition,no,f,white,car,5.4,5.5,6.4,2.5,4.4
15.11293634,0,f,45,State,HR,Recommendation,no,f,white,bus,6.2,6.2,3.3,6.3,8.3
15.11293634,0,f,45,State,HR,Recommendation,no,f,white,bus,4.6,4.8,4.1,7.9,9
9.790554415,1,f,41,Retail,HR,JobSite,no,m,white,bus,3,6.9,6.4,4.8,6
9.790554415,1,f,41,Retail,HR,JobSite,no,m,white,bus,2.2,6.9,8,6.3,3.7
9.790554415,1,f,41,Retail,HR,JobSite,no,m,white,bus,3,6.9,7.2,4.8,5.2
3.121149897,1,f,41,Consulting,HR,JobSiteVacantPosition,no,f,white,bus,1.4,4.8,8.7,5.6,2.1
3.121149897,1,f,41,Consulting,HR,JobSiteVacantPosition,no,f,white,bus,3,8.4,8,3.3,2.1
38.17659138,0,m,33,Retail,HR,JobSite,supervisor,f,white,bus,2.2,7.6,6.4,4.8,7.5
30.02874743,1,f,22,Banking,HR,JobSiteVacantPosition,yes,f,white,bus,6.2,4.8,4.9,4.8,6.7
5.092402464,0,f,29,Retail,HR,JobSite,supervisor,f,grey,bus,4.6,5.5,1.8,7.1,6.7
5.092402464,0,f,29,Retail,HR,JobSite,supervisor,f,grey,bus,4.6,1,5.7,8.7,2.9
5.092402464,0,f,29,Retail,HR,JobSite,supervisor,f,grey,bus,5.4,4.8,8,9.4,2.9
34.0698152,1,f,34,Manufacturing,Marketing,EmployeeRecommendation,no,m,grey,car,9.4,3.4,4.9,3.3,6
40.60780287,0,m,33,Retail,HR,JobSite,no,f,white,car,4.6,6.2,8,7.1,5.2
40.60780287,0,m,33,Retail,HR,JobSite,no,f,white,car,5.4,7.6,5.7,7.1,6
10.51334702,0,f,28,Agriculture,HR,FriendsWithEmployer,no,f,white,bus,6.2,5.5,3.3,6.3,8.3
33.93839836,1,f,27,Retail,HR,FriendsWithEmployer,supervisor,f,white,bus,5.4,3.4,3.3,8.7,8.3
33.93839836,1,f,27,Retail,HR,FriendsWithEmployer,supervisor,f,white,bus,6.2,6.2,7.2,3.3,3.7
10.7761807,1,f,35,Transportation,Commercial,JobSite,no,f,white,car,7.8,5.5,1.8,5.6,8.3
59.86036961,1,f,27,Retail,HR,JobSiteVacantPosition,supervisor,m,white,bus,6.2,6.9,4.1,5.6,6
24.83778234,1,f,42,Transportation,HR,JobSiteVacantPosition,no,m,white,bus,5.4,4.8,4.1,4.8,6
33.87268994,0,f,22,Retail,Management,JobSiteVacantPosition,no,f,white,bus,6.2,9.1,4.9,3.3,2.9
53.58521561,0,f,40,RealEstate,HR,JobSiteVacantPosition,no,f,white,foot,3.8,8.4,8,4,4.4
53.58521561,0,f,40,RealEstate,HR,JobSiteVacantPosition,no,f,white,foot,4.6,9.1,4.9,3.3,2.9
1.971252567,0,m,31,Banking,IT,FriendRecommendation,no,m,grey,car,6.2,4.1,2.6,8.7,8.3
0.788501027,0,f,43,Etc,HR,JobSiteVacantPosition,no,m,white,bus,3,6.2,8,7.1,4.4
57.62628337,0,f,23,Etc,Sales,JobSite,supervisor,f,white,bus,5.4,6.2,9.5,5.6,5.2
23.45790554,0,f,29,Retail,HR,JobSiteVacantPosition,supervisor,m,white,bus,7.8,5.5,5.7,4,5.2
23.45790554,0,f,29,Retail,HR,JobSiteVacantPosition,supervisor,m,white,bus,6.2,6.2,5.7,6.3,2.9
23.45790554,0,f,29,Retail,HR,JobSiteVacantPosition,supervisor,m,white,bus,7,6.2,5.7,4,3.7
46.9486653,0,f,22,State,HR,Recommendation,supervisor,f,white,car,4.6,9.1,6.4,5.6,6
15.40862423,1,f,44,State,HR,Recommendation,supervisor,f,grey,car,3.8,6.2,5.7,5.6,6.7
39.2936345,0,m,21,IT,IT,FriendsWithEmployer,supervisor,m,white,foot,3.8,5.5,5.7,7.9,3.7
47.6386037,0,m,40,IT,Sales,Recommendation,no,m,white,car,1.4,6.9,9.5,6.3,1.3
3.811088296,1,f,32,Etc,Marketing,JobSiteVacantPosition,no,m,white,bus,3.8,6.2,6.4,4,6
66.7926078,0,m,31,Banking,Etc,FriendsWithEmployer,no,m,white,bus,4.6,7.6,4.1,4,6
13.8973306,1,f,23,Etc,HR,FriendsWithEmployer,supervisor,f,white,bus,4.6,8.4,6.4,2.5,2.1
108.550308,1,m,27,Building,HR,EmployeeRecommendation,no,m,white,car,3.8,6.2,8,5.6,6
86.66940452,0,f,25,Manufacturing,HR,JobSiteVacantPosition,supervisor,f,white,bus,4.6,7.6,9.5,2.5,1.3
86.66940452,0,f,25,Manufacturing,HR,JobSiteVacantPosition,supervisor,f,white,bus,5.4,5.5,7.2,5.6,2.9
18.33264887,1,m,39,Banking,Finance,Recommendation,supervisor,m,white,bus,3.8,7.6,6.4,4.8,5.2
133.4209446,1,f,29,Retail,Sales,Recommendation,no,m,white,car,5.4,6.9,2.6,7.9,6.7
8.180698152,1,f,24,Consulting,HR,JobSiteVacantPosition,no,f,white,bus,6.2,3.4,7.2,2.5,3.7
8.180698152,1,f,24,Consulting,HR,JobSiteVacantPosition,no,f,white,bus,6.2,5.5,7.2,7.1,4.4
13.33880903,1,f,33,Manufacturing,HR,JobSiteVacantPosition,yes,m,white,car,9.4,5.5,1.8,4.8,6.7
55.78644764,1,f,27,Retail,Sales,FriendsWithEmployer,yes,m,white,bus,4.6,6.9,7.2,2.5,6.7
12.97741273,1,f,29,Consulting,HR,Advertising,supervisor,f,white,foot,3.8,4.8,6.4,7.9,6.7
32.32854209,0,f,29,Manufacturing,HR,FriendsWithEmployer,no,f,white,bus,3.8,4.8,6.4,7.9,6.7
163.8110883,1,m,19,Manufacturing,HR,EmployeeRecommendation,no,m,white,car,4.6,5.5,6.4,7.9,6
31.96714579,1,m,29,Consulting,HR,JobSite,supervisor,m,white,bus,4.6,3.4,10,6.3,1
4.862422998,0,f,27,Manufacturing,HR,JobSiteVacantPosition,no,m,white,car,5.4,4.1,5.7,7.1,3.7
13.73305955,0,f,29,Manufacturing,HR,Recommendation,no,f,white,bus,6.2,3.4,4.9,7.9,7.5
51.94250513,0,m,33,PowerGeneration,Etc,Recommendation,no,f,white,car,6.2,4.8,4.9,5.6,5.2
22.57084189,1,f,30,RealEstate,HR,Recommendation,no,m,grey,bus,7.8,3.4,4.9,5.6,5.2
19.44969199,0,f,31,Etc,HR,JobSite,supervisor,f,white,bus,7,2.6,4.1,8.7,5.2
73.98767967,0,m,33,Telecom,IT,FriendsWithEmployer,yes,m,white,car,7,6.2,3.3,6.3,7.5
8.739219713,0,m,34,Manufacturing,HR,JobSiteVacantPosition,supervisor,f,white,bus,9.4,7.6,1,4,5.2
48.45995893,1,f,34,Mining,Management,RecruitingAgency,no,f,white,bus,7,2.6,7.2,4.8,5.2
14.85010267,1,m,29,PowerGeneration,HR,Recommendation,no,f,white,bus,3.8,3.4,8,6.3,6
63.54004107,1,f,31,Building,Marketing,Recommendation,no,m,white,car,3.8,5.5,3.3,9.4,9
49.31416838,1,m,42,Consulting,Consulting,JobSiteVacantPosition,supervisor,m,white,bus,5.4,8.4,6.4,5.6,5.2
13.27310062,1,f,34,Mining,HR,JobSite,no,m,white,car,6.2,4.8,4.1,5.6,6.7
17.83983573,1,f,39,Retail,HR,Recommendation,yes,m,white,car,6.2,7.6,4.1,2.5,4.4
114.1355236,1,f,38,Mining,Finance,EmployeeRecommendation,no,m,white,bus,3.8,3.4,9.5,7.1,2.9
8.147843943,0,f,42,Banking,HR,Recommendation,no,f,white,bus,3.8,8.4,2.6,4.8,7.5
8.082135524,1,f,33,Manufacturing,HR,EmployeeRecommendation,supervisor,m,grey,car,7.8,6.9,2.6,4.8,8.3
26.94045175,1,f,44,Transportation,HR,EmployeeRecommendation,no,m,white,car,3.8,6.2,4.9,6.3,10
1.478439425,1,m,28,Transportation,Commercial,EmployeeRecommendation,no,m,white,bus,6.2,3.4,6.4,8.7,6
94.81724846,0,f,30.40033257,Retail,HR,Advertising,no,f,grey,bus,6.2,4.1,4.1,6.3,7.5
12.78028747,1,f,24,Etc,HR,JobSite,supervisor,f,white,bus,8.6,4.8,4.1,6.3,5.2
19.87679671,1,f,29,Manufacturing,HR,JobSite,no,m,white,car,6.2,6.2,4.9,4.8,7.5
34.82546201,0,m,27,Etc,Sales,JobSiteVacantPosition,yes,m,grey,bus,10,2.6,4.1,5.6,9
96.72279261,1,m,30,Retail,Sales,RecruitingAgency,no,m,white,car,6.2,7.6,4.9,4.8,8.3
12.12320329,1,f,39,HoReCa,HR,JobSiteVacantPosition,no,m,white,foot,3.8,6.9,5.7,5.6,3.7
10.64476386,1,f,26,Telecom,IT,JobSiteVacantPosition,supervisor,m,grey,bus,7,4.1,2.6,8.7,9
4.402464066,0,m,40,State,Consulting,RecruitingAgency,no,m,grey,foot,7,6.2,4.1,6.3,9
2.36550308,0,f,28,Building,HR,JobSite,supervisor,m,white,bus,7,6.9,2.6,4,5.2
17.51129363,0,f,39,Transportation,HR,JobSiteVacantPosition,no,f,white,bus,4.6,4.1,4.9,5.6,3.7
17.51129363,0,f,39,Transportation,HR,JobSiteVacantPosition,no,f,white,bus,6.2,4.8,5.7,4,2.9
18.16837782,0,f,24,Retail,HR,FriendsWithEmployer,supervisor,f,white,bus,5.4,4.8,4.9,7.1,6.7
18.16837782,0,f,24,Retail,HR,FriendsWithEmployer,supervisor,f,white,bus,4.6,1.9,8,6.3,6
10.38193018,0,f,34,Etc,Etc,JobSite,supervisor,f,white,car,6.2,1,7.2,4.8,6
7.852156057,0,f,23,Transportation,HR,JobSiteVacantPosition,supervisor,f,white,bus,4.6,7.6,8,5.6,2.1
84.04106776,0,m,28,IT,HR,JobSiteVacantPosition,no,m,white,bus,2.2,5.5,7.2,4.8,3.7
8.213552361,0,f,30,Transportation,HR,JobSiteVacantPosition,no,m,white,bus,6.2,6.2,6.4,3.3,4.4
9.593429158,1,f,34,State,Teaching,EmployeeRecommendation,no,f,white,bus,7.8,7.6,3.3,2.5,7.5
43.92607803,1,f,32,Transportation,HR,Recommendation,supervisor,m,white,bus,6.2,4.8,2.6,5.6,9.8
82.75975359,0,f,20,Telecom,HR,FriendRecommendation,yes,f,white,foot,3.8,6.9,5.7,6.3,6.7
27.92607803,0,f,25,Consulting,HR,JobSite,no,f,white,bus,7,4.1,5.7,5.6,8.3
3.811088296,1,f,23,Etc,HR,Recommendation,yes,m,white,bus,7,4.8,7.2,4.8,4.4
48.09856263,1,f,25,State,Consulting,Recommendation,yes,f,white,bus,7,4.1,5.7,6.3,7.5
8.640657084,1,f,25,Retail,IT,JobSite,no,f,grey,bus,7,2.6,6.4,7.9,5.2
30.68583162,0,f,37,IT,HR,JobSite,supervisor,f,white,bus,5.4,6.9,5.7,5.6,6.7
26.34907598,0,m,36,Transportation,Etc,JobSite,no,m,grey,bus,3.8,8.4,5.7,6.3,6
18.13552361,0,f,23,PowerGeneration,HR,Recommendation,no,m,white,bus,7,5.5,4.1,4.8,6
7.227926078,0,f,26,State,HR,JobSiteVacantPosition,no,m,white,bus,7.8,6.2,3.3,7.1,6.7
23.2936345,1,f,32,Consulting,HR,FriendsWithEmployer,no,f,white,car,6.2,6.2,7.2,3.3,2.9
100.238193,0,f,23,Retail,HR,Recommendation,no,m,white,car,5.4,5.5,5.7,4.8,9.8
36.00821355,0,f,45,Transportation,HR,FriendRecommendation,no,f,white,car,4.6,4.8,4.9,8.7,5.2
19.18685832,1,f,25,Consulting,HR,JobSite,supervisor,f,grey,bus,7,4.8,5.7,4.8,5.2
43.95893224,0,f,38,Retail,HR,FriendsWithEmployer,no,m,white,bus,7.8,7.6,2.6,5.6,7.5
90.15195072,0,f,20,Telecom,HR,EmployeeRecommendation,supervisor,f,white,bus,9.4,6.9,2.6,3.3,7.5
22.24229979,1,f,34,Retail,HR,JobSite,no,m,white,car,7.8,4.1,2.6,4.8,4.4
33.57700205,0,f,24,IT,HR,JobSite,no,m,white,bus,6.2,6.2,4.9,3.3,4.4
5.94661191,0,f,38,Retail,BusinessDevelopment,JobSiteVacantPosition,no,m,white,car,7,4.8,4.1,7.1,9
19.74537988,0,f,33,Pharma,HR,Recommendation,no,m,white,bus,5.4,6.9,4.1,4.8,6
26.02053388,1,m,25,Retail,IT,EmployeeRecommendation,no,m,white,car,2.2,7.6,5.7,7.9,6
25.36344969,0,f,32,Manufacturing,HR,RecruitingAgency,no,m,white,car,6.2,6.9,5.7,4.8,8.3
41.69199179,1,f,36,Manufacturing,Sales,RecruitingAgency,no,m,grey,car,8.6,4.8,1.8,7.1,8.3
23.55646817,1,f,32,Etc,HR,JobSiteVacantPosition,supervisor,f,white,bus,5.4,6.9,7.2,7.9,6.7
80.49281314,1,f,25,Consulting,HR,JobSiteVacantPosition,supervisor,f,white,bus,6.2,6.2,5.7,3.3,6.7
22.01232033,0,m,37,Manufacturing,Etc,JobSiteVacantPosition,no,m,white,bus,3,8.4,5.7,5.6,6.7
42.38193018,1,f,26,Consulting,BusinessDevelopment,JobSite,supervisor,m,white,bus,9.4,6.9,3.3,3.3,6
33.41273101,0,m,32,Retail,HR,JobSiteVacantPosition,no,m,white,bus,4.6,2.6,6.4,8.7,6
64.52566735,0,f,25,Etc,HR,RecruitingAgency,supervisor,m,white,foot,7.8,4.1,6.4,4,3.7
3.482546201,1,f,37,IT,HR,JobSite,yes,f,white,bus,6.2,6.9,5.7,6.3,5.2
88.83778234,1,f,25,Transportation,HR,EmployeeRecommendation,supervisor,f,white,car,4.6,6.9,4.9,4,6
110.4887064,0,f,25,Pharma,HR,FriendsWithEmployer,supervisor,f,white,bus,10,1.9,2.6,7.1,9.8
14.06160164,0,f,56,Retail,HR,JobSite,no,m,white,bus,4.6,6.2,4.9,5.6,6.7
11.99178645,1,m,24,State,Teaching,Recommendation,no,f,white,bus,6.2,4.1,5.7,5.6,3.7
101.5195072,0,f,32,IT,HR,Recommendation,no,f,white,bus,4.6,7.6,4.1,4.8,6
179.449692,0,f,24,Retail,HR,RecruitingAgency,no,f,white,bus,7,4.8,2.6,5.6,8.3
12.38603696,0,f,24,Pharma,HR,JobSiteVacantPosition,yes,f,white,bus,5.4,6.9,5.7,5.6,4.4
24.90349076,0,f,24,Manufacturing,HR,JobSiteVacantPosition,no,m,white,bus,3.8,7.6,8,4.8,2.9
61.99589322,0,m,31,Banking,HR,JobSiteVacantPosition,no,f,white,car,5.4,4.8,8.7,5.6,4.4
24.47638604,0,f,27,Building,HR,JobSite,no,m,white,bus,8.6,5.5,4.9,3.3,3.7
63.70431211,0,f,37,Manufacturing,HR,RecruitingAgency,no,m,white,foot,6.2,6.9,3.3,7.1,6.7
5.388090349,1,f,38,Retail,HR,Recommendation,no,m,white,car,1.4,4.1,7.2,6.3,7.5
64.75564682,0,f,35,Consulting,HR,FriendsWithEmployer,supervisor,f,white,foot,7,6.2,7.2,2.5,5.2
64.75564682,0,f,35,Consulting,HR,FriendsWithEmployer,supervisor,f,white,foot,8.6,6.9,5.7,3.3,4.4
2.694045175,0,m,29,PowerGeneration,HR,FriendsWithEmployer,no,f,white,bus,7,5.5,8,5.6,8.3
2.39835729,0,m,25,Retail,Marketing,JobSiteVacantPosition,no,f,white,car,6.2,2.6,5.7,5.6,6.7
26.87474333,1,f,26,Consulting,HR,JobSiteVacantPosition,supervisor,f,white,bus,8.6,4.1,4.9,5.6,5.2
144.7556468,0,f,27,Manufacturing,HR,EmployeeRecommendation,no,f,white,car,5.4,9.1,3.3,4.8,6
45.30595483,1,f,34,Retail,HR,JobSiteVacantPosition,no,f,white,bus,7,1.9,9.5,5.6,6
45.30595483,1,f,34,Retail,HR,JobSiteVacantPosition,no,f,white,bus,6.2,2.6,8.7,6.3,6
45.30595483,1,f,34,Retail,HR,JobSiteVacantPosition,no,f,white,bus,5.4,2.6,10,3.3,3.7
45.30595483,1,f,34,Retail,HR,JobSiteVacantPosition,no,f,white,bus,4.6,5.5,10,2.5,5.2
6.078028747,0,f,35,HoReCa,HR,JobSiteVacantPosition,no,f,white,bus,5.4,5.5,7.2,5.6,2.9
22.63655031,1,f,36,PowerGeneration,Accounting,JobSite,no,f,white,bus,7.8,1.9,4.1,7.1,9
96.59137577,0,f,46,Etc,Marketing,FriendsWithEmployer,no,m,white,bus,4.6,8.4,4.9,7.9,6
10.90759754,1,f,32,Building,HR,Recommendation,supervisor,m,white,car,7.8,5.5,4.9,6.3,9
16.95277207,0,f,38,Retail,HR,JobSiteVacantPosition,no,f,white,foot,7,1.9,9.5,5.6,6
16.95277207,0,f,38,Retail,HR,JobSiteVacantPosition,no,f,white,foot,6.2,2.6,8.7,6.3,6
16.95277207,0,f,38,Retail,HR,JobSiteVacantPosition,no,f,white,foot,5.4,2.6,10,3.3,3.7
16.95277207,0,f,38,Retail,HR,JobSiteVacantPosition,no,f,white,foot,4.6,5.5,10,2.5,5.2
61.2073922,0,f,25,Etc,HR,JobSiteVacantPosition,no,f,white,bus,6.2,6.2,3.3,6.3,6.7
9.264887064,1,f,23,Retail,HR,JobSiteVacantPosition,no,f,white,bus,7,5.5,3.3,4.8,6.7
81.64271047,0,f,31,Retail,HR,JobSiteVacantPosition,yes,f,white,bus,4.6,5.5,7.2,3.3,2.9
81.64271047,0,f,31,Retail,HR,JobSiteVacantPosition,yes,f,white,bus,4.6,5.5,7.2,4.8,3.7
55.95071869,0,f,40,Etc,HR,JobSiteVacantPosition,no,f,white,foot,3.8,8.4,8,4,4.4
55.95071869,0,f,40,Etc,HR,JobSiteVacantPosition,no,f,white,foot,4.6,9.1,4.9,3.3,2.9
49.7412731,0,m,40,IT,Sales,FriendsWithEmployer,no,m,white,car,1.4,6.9,9.5,6.3,1.3
57.10061602,0,m,26,Building,HR,FriendsWithEmployer,supervisor,m,white,car,4.6,6.9,4.9,5.6,6.7
163.7782341,0,m,23,Retail,HR,JobSite,no,f,white,car,4.6,6.2,8,7.1,5.2
163.7782341,0,m,23,Retail,HR,JobSite,no,f,white,car,5.4,7.6,5.7,7.1,6
54.01232033,1,m,37,IT,IT,Recommendation,no,m,white,bus,7.8,4.8,2.6,5.6,9.8
23.75359343,0,f,34,Banking,HR,JobSiteVacantPosition,no,f,white,bus,3.8,6.9,7.2,5.6,5.2
